mm_time_perd_end_date,retailer_name,store_num,prod_id,sales_usd_p1m_amt,sales_stat_unit_p1m_qty,sales_unit_p1m_qty,sales_usd_price_cut_p1m_amt,sales_stat_unit_price_cut_p1m_qty,sales_unit_price_cut_p1m_qty,sales_usd_p1mya_amt,sales_stat_unit_p1mya_qty,sales_unit_p1mya_qty,sales_usd_price_cut_p1mya_amt,sales_stat_unit_price_cut_p1mya_qty,sales_unit_price_cut_p1mya_qty,sales_usd_p3m_amt,sales_stat_unit_p3m_qty,sales_unit_p3m_qty,sales_usd_price_cut_p3m_amt,sales_stat_unit_price_cut_p3m_qty,sales_unit_price_cut_p3m_qty,sales_usd_p3mya_amt,sales_stat_unit_p3mya_qty,sales_unit_p3mya_qty,sales_usd_price_cut_p3mya_amt,sales_stat_unit_price_cut_p3mya_qty,sales_unit_price_cut_p3mya_qty,sales_usd_p6m_amt,sales_stat_unit_p6m_qty,sales_unit_p6m_qty,sales_usd_price_cut_p6m_amt,sales_stat_unit_price_cut_p6m_qty,sales_unit_price_cut_p6m_qty,sales_usd_p6mya_amt,sales_stat_unit_p6mya_qty,sales_unit_p6mya_qty,sales_usd_price_cut_p6mya_amt,sales_stat_unit_price_cut_p6mya_qty,sales_unit_price_cut_p6mya_qty,sales_usd_p12m_amt,sales_stat_unit_p12m_qty,sales_unit_p12m_qty,sales_usd_price_cut_p12m_amt,sales_stat_unit_price_cut_p12m_qty,sales_unit_price_cut_p12m_qty,sales_usd_p12mya_amt,sales_stat_unit_p12mya_qty,sales_unit_p12mya_qty,sales_usd_price_cut_p12mya_amt,sales_stat_unit_price_cut_p12mya_qty,sales_unit_price_cut_p12mya_qty
2019-11-30,Big Kmart,07109,031031032499,17.79,0.178,3,17.79,0.178,3,8.99,0.059,1,0,0,0,33.11,0.297,5,33.11,0.297,5,17.98,0.118,2,0,0,0,72.67,0.534,9,33.11,0.297,5,44.95,0.296,5,0,0,0,108.62999999999998,0.7699999999999998,13,33.11,0.297,5,62.93000000000001,0.414,7,0,0,0
2019-11-30,Big Kmart,07246,007410827158,null,null,null,null,null,null,null,null,null,null,null,null,59.129999999999995,2,2,28.72,1,1,50.93,2,2,27.990000000000002,1,1,59.129999999999995,2,2,28.72,1,1,77.92,3,3,27.990000000000002,1,1,192.08,7,7,49.71,2,2,141.34,6,6,27.990000000000002,1,1
2019-11-30,Big Y Supermarket,00033,007878677777,null,null,null,null,null,null,null,null,null,null,null,null,7.590000000000001,0.057,1,0,0,0,39.559999999999995,0.228,4,0,0,0,22.770000000000003,0.171,3,15.180000000000001,0.114,2,98.89999999999999,0.5700000000000001,10,0,0,0,132.34000000000003,0.912,16,60.72,0.45600000000000007,8,213.95999999999998,1.3679999999999999,24,0,0,0
2019-11-30,Brookshire Food Store,00014,084105800564,null,null,null,null,null,null,null,null,null,null,null,null,11.96,0.255,4,0,0,0,null,null,null,null,null,null,29.900000000000006,0.637,10,17.94,0.382,6,13.16,0.255,4,0,0,0,49.64,1.0200000000000002,16,17.94,0.382,6,19.740000000000002,0.383,6,0,0,0
2019-11-30,Brookshire Food Store,00098,004116709428,null,null,null,null,null,null,4.39,0.067,1,0,0,0,null,null,null,null,null,null,12.27,0.201,3,0,0,0,7.98,0.134,2,0,0,0,12.27,0.201,3,0,0,0,11.47,0.201,3,3.49,0.067,1,28.94,0.46900000000000003,7,3.5,0.067,1
2019-11-30,Brookshire Food Store,00138,007385209652,3.49,0.032,1,0,0,0,3.49,0.032,1,0,0,0,3.49,0.032,1,0,0,0,3.49,0.032,1,0,0,0,6.98,0.064,2,0,0,0,3.49,0.032,1,0,0,0,13.96,0.128,4,0,0,0,6.98,0.064,2,0,0,0
2019-11-30,Buehlers Fresh Foods,00005,210003025067,null,null,null,null,null,null,6.989999999999999,0.46299999999999997,1,0,0,0,13.979999999999999,0.9259999999999999,2,0,0,0,20.97,1.3889999999999998,3,0,0,0,40.190000000000005,2.778,6,5.24,0.46299999999999997,1,41.94,2.778,6,0,0,0,99.59999999999998,6.945,15,15.72,1.3889999999999998,3,66.4,4.63,10,10.48,0.9259999999999999,2
2019-11-30,CVS,00111,009492202099,0.02306787330316742,0.00010723981900452488,0.0009049773755656109,0,0,0,0.02318118948824343,0.00010926694329183956,0.0009220839096357768,0,0,0,0.03465950586342208,0.0001609005738931106,0.0013597295356383712,0,0,0,0.05836107878713642,0.0002730123307457141,0.002305847747274153,0,0,0,0.10511121032851561,0.0004871128122323976,0.004116452676533754,0,0,0,0.1040384410169404,0.0004917984028650257,0.004152143714525729,0,0,0,0.1989856805689656,0.0009198531981097841,0.007772134365569814,0,0,0,0.17319715647991168,0.0008192558450801372,0.006923294237390383,0,0,0
2019-11-30,CVS,00140,060559209176,5.047304643261608,0.0517242355605889,0.13306908267270667,0.40567383918459793,0.004181766704416761,0.010758776896942242,5.8926059199071394,0.060684852002321536,0.15612304120719675,0,0,0,16.55049973982719,0.17032809715078306,0.4381984996634969,0.40567383918459793,0.004181766704416761,0.010758776896942242,22.463636740969477,0.2367393260607565,0.6090534944692483,0.20123618382780684,0.0029115764979639326,0.007489819662594531,32.63720855394256,0.33725200263161614,0.8676398383256156,0.5509686667708048,0.006490387394071933,0.01669728264406868,44.24487011673982,0.46926567929312846,1.2072682138273954,0.20123618382780684,0.0029115764979639326,0.007489819662594531,65.14940878938333,0.6717061049456935,1.7280808164062602,0.5509686667708048,0.006490387394071933,0.01669728264406868,86.53883830004975,0.922636793989402,2.3736440672611816,1.3636025931723583,0.018710243627232157,0.048134310367194524
2019-11-30,CVS,00157,060302910173,0.35000916590284137,0.0036333638863428044,0.031164069660861594,0,0,0,0.18640115163147794,0.0019021113243761995,0.016314779270633396,0,0,0,0.7576198890355782,0.007853199476917858,0.06734999150092416,0,0,0,0.8864313402051447,0.009110455382720258,0.07813094326071043,0,0,0,1.6117018585201575,0.016664072946949597,0.14290683319737604,0,0,0,1.785668703093706,0.01836733929716553,0.15752269036958597,0,0,0,3.1810541751125077,0.0328060174497047,0.28134729865444263,0,0,0,3.6326943499373665,0.037447938091233306,0.32116581024040886,0,0,0
2019-11-30,CVS,00244,070501020357,null,null,null,null,null,null,0.006421499292786422,0.000055162659123055165,0.0014144271570014145,0,0,0,null,null,null,null,null,null,0.01330975954738331,0.00011032531824611033,0.002828854314002829,0,0,0,0.04603328956557218,0.0002696304100302406,0.00698532466852385,0,0,0,0.026225833516088856,0.00021985590146090405,0.005673804527374095,0,0,0,0.06616760387984733,0.0004314335787212727,0.01116968700808906,0,0,0,0.026225833516088856,0.00021985590146090405,0.005673804527374095,0,0,0
2019-11-30,CVS,00281,007940034308,0.014048697621744054,0.00015968289920724804,0.0022650056625141564,0,0,0,6.61116076610563,0.06917411491584445,0.9825885084155542,2.151088218224028,0.02661056297156123,0.37798781195589093,0.03933733547627843,0.0003998429723481217,0.0056715315226683926,0,0,0,25.62119086346572,0.2668975693924042,3.7911603068781687,5.627452728893481,0.07575500055418616,1.0760576247161033,0.12165286514200334,0.001452455232057447,0.02062666248548767,0,0,0,57.201365452095146,0.6188626341402222,8.790670703201215,16.210629425752877,0.21839886452066418,3.102243066008053,19.474423167724186,0.30168988437925787,4.285371072466645,13.371479229180313,0.22737833711186123,3.2298081381093926,99.37393270563763,1.0923062979010882,15.515729418976369,25.683526288630798,0.3548555619328006,5.0405479075372766
2019-11-30,CVS,00285,076430220393,0.15321723189734188,0.00043629697525206235,0.031164069660861594,0,0,0,0.22678502879078696,0.0006717850287907869,0.04798464491362764,0,0,0,0.7442106048745236,0.002294902113563386,0.16392157954024184,0,0,0,0.32314034373305844,0.0009421205817350354,0.06729432726678825,0,0,0,1.4529067202064692,0.004305679097743347,0.30754850698166764,0.08688151658767773,0.0002786729857819905,0.01990521327014218,0.32314034373305844,0.0009421205817350354,0.06729432726678825,0,0,0,2.842879740229975,0.008500422142053717,0.607173010146694,0.08688151658767773,0.0002786729857819905,0.01990521327014218,0.32314034373305844,0.0009421205817350354,0.06729432726678825,0,0,0
2019-11-30,CVS,00298,088686048358,4.904479048697621,0.08070838052095129,0.665911664779162,1.1212531143827857,0.022137599093997734,0.1826545866364666,5.977370864770749,0.11149274521183981,0.9199071387115496,0.7980905397562392,0.019280325014509575,0.1590766105629716,9.889407160413073,0.16564972448450482,1.366746896366102,1.71694472436011,0.03583487800556236,0.2956687589720675,12.023372229022158,0.23190757701782677,1.913432690876758,1.5946338285418291,0.041921812521772794,0.34588660475239635,13.7648717687707,0.22507765651147565,1.8570792092976016,2.114248430327116,0.04251634248288054,0.35079729986494923,16.112690828705425,0.30433437876078867,2.5110126005873776,2.0974054379443827,0.05350305418807797,0.4414381222593505,41.87736792809057,0.7107076869920008,5.863925739017057,6.48554408250103,0.13765141494664862,1.135741647691036,38.64600272444323,0.6998980835351344,5.774740498144299,5.589301008020225,0.1286890437270125,1.0617861672605549
2019-11-30,CVS,00300,007418228187,6.515651189127974,0.13831993204983012,1.3640996602491506,0.9933844847112118,0.03025707814269536,0.298391845979615,9.34952988972722,0.21421706326175277,2.1125943122460824,5.01302263493906,0.12492164828786999,1.2319680789320953,25.327840262935176,0.5643368523335093,5.5654488407717775,7.124494171486454,0.20273976142101807,1.9994030314712754,35.517312734434775,0.8542616745531979,8.424670201941826,18.442347127341876,0.5033898221210817,4.96439196056537,62.18840193995912,1.4189054876432077,13.993149680956746,24.877500462921464,0.6709387383828879,6.616749872398968,81.86819403471665,2.024589226487981,19.966363189053574,46.19085579179966,1.2791524083275738,12.614909780303122,158.03617377934287,3.9197565518112203,38.65636718753632,90.7169598746093,2.5226779797004135,24.878479585361223,167.911291028018,4.239913631500865,41.81375085618075,100.22885954280875,2.8124495639546976,27.736179690976602
2019-11-30,CVS,00301,081592101731,0.19993771234428087,0.0023782559456398643,0.01189127972819932,0,0,0,0.2718572257690075,0.003366221706326175,0.016831108531630876,0,0,0,0.6779144580919345,0.00817296562905765,0.040864828145288246,0,0,0,0.806642827711139,0.009994874568904886,0.04997437284452444,0,0,0,1.4919002291603225,0.01795212607899046,0.08976063039495229,0,0,0,1.3179073244152033,0.016296271449626448,0.08148135724813224,0,0,0,2.8231273837568573,0.034654858831326754,0.1732742941566337,0,0,0,2.3668313689227127,0.03178937212535194,0.15894686062675972,0,0,0
2019-11-30,CVS,00345,036382424220,20.613385214007785,0.11259727626459144,1.215953307392996,11.238326848249027,0.06416245136186771,0.6929007782101168,null,null,null,null,null,null,53.63036410679683,0.29895845182380887,3.228490905699165,30.581309405725897,0.1802255662885643,1.946279930444379,null,null,null,null,null,null,81.608099932706,0.4381672606451905,4.731827890266615,32.01426349754227,0.18882037666780582,2.039094301701864,null,null,null,null,null,null,109.94737068653413,0.5949032361858813,6.4244430671787285,37.041522143452326,0.2192518924342498,2.3677276413444144,null,null,null,null,null,null
2019-11-30,CVS,00415,003428569602,0.0935277463193658,0.001217440543601359,0.04699886749716874,0,0,0,null,null,null,null,null,null,0.3233727093615303,0.004279188021635853,0.16521745333697163,0,0,0,null,null,null,null,null,null,0.8114767711008584,0.01062476559771718,0.4102070759981023,0,0,0,null,null,null,null,null,null,1.1216139824803788,0.014795747965750262,0.5712244443379941,0,0,0,null,null,null,null,null,null
2019-11-30,CVS,00447,003600042548,0.09809173272933182,0.0013640996602491508,0.009626274065685165,0.032123442808607024,0.0005617214043035108,0.003963759909399773,2.57993615786419,0.03289611143354614,0.2321532211259431,0,0,0,0.9396960152927749,0.015614559373367504,0.1101936840213151,0.1755843271623485,0.003252764488203738,0.022954689614615192,21.289768151452613,0.2928031604827109,2.0663588167876505,6.809388938408916,0.11335557475512939,0.7999679809924218,2.385881409790377,0.034513003360914694,0.24356065522128065,0.1755843271623485,0.003252764488203738,0.022954689614615192,77.653678835123,1.0014981885186824,7.067735165272899,14.448069789575483,0.23507365892393536,1.6589565415709173,10.041118548631198,0.1404178848416216,0.9909478354266547,1.7714666312920522,0.0293064328149205,0.206820381317632,196.00737213186363,2.571756558082468,18.149307778729657,41.58638202881888,0.6902139912989314,4.870959649710017
2019-11-30,CVS,00473,001254662546,0.008018575851393189,0.00006965944272445821,0.0030959752321981426,0,0,0,0.006097165991902834,0.00005425101214574899,0.0024291497975708503,0,0,0,0.020569806215255552,0.00019191455910401377,0.008546709238557233,0,0,0,0.021210196716247427,0.00018161234708007664,0.008107676461498974,0,0,0,0.03769780621525555,0.0003535145591040137,0.01574670923855723,0,0,0,0.043432797286408975,0.00039932167027720473,0.01785585511211665,0,0,0,0.10464097550281458,0.0009605155523041404,0.04286562754874755,0,0,0,0.06631973601267072,0.0006564508148877028,0.02935685644475524,0,0,0
2019-11-30,CVS,00483,003600055706,0.005877828054298643,0.0000502262443438914,0.00045248868778280545,0,0,0,null,null,null,null,null,null,0.005877828054298643,0.0000502262443438914,0.00045248868778280545,0,0,0,0.004607933579335794,0.00005119926199261993,0.00046125461254612545,0,0,0,0.011059103868892493,0.00010116704287532784,0.0009114148006786292,0,0,0,0.014988997903128298,0.00015366868817508238,0.0013844025961719133,0,0,0,0.043659312167752866,0.0004055016868958673,0.003653168350413219,0,0,0,0.05313707902444892,0.0006152429757239153,0.0055427295110262636,0,0,0
2019-11-30,CVS,00563,060302905810,0.011755656108597285,0.00002352941176470588,0.0009049773755656109,0,0,0,0.022342093130474874,0.000047948363301060394,0.0018441678192715537,0,0,0,0.09436316087978437,0.0001884168554515049,0.007264292600445295,0,0,0,0.07942928620157572,0.00016738034600263015,0.006455437998363386,0,0,0,0.22839468899155482,0.00046165346349734697,0.01782636225050473,0,0,0,0.1700724790341952,0.0003588729753006946,0.013838279687233024,0,0,0,0.45037707371344904,0.0009255981629326466,0.035705796829094326,0,0,0,0.3753606240858094,0.0007897319094570121,0.03046304798367779,0,0,0
2019-11-30,CVS,00576,030041664765,8.8838731596829,0.051853340883352216,1.8652321630804076,0.6487848244620611,0.004750283125707815,0.1708748584371461,9.365565873476493,0.05345385954730122,1.922809053975624,0,0,0,19.663434379007377,0.11688720082064528,4.204571467518964,2.0691762792216415,0.01569841431440197,0.5646966240454395,31.28571803009904,0.184727927717281,6.6448894765284985,2.1394880883207437,0.017165601394538058,0.6174747239976758,42.028454476481016,0.2523839723197803,9.078560174135466,5.535813772758611,0.04249236690558043,1.528505839333989,63.461169106872795,0.3907149640801848,14.054490913549447,10.5963393821125,0.08704754652493238,3.1312058946784225,112.10369828318036,0.6886210226288234,24.77053212906928,18.888500846534996,0.15295255072149183,5.501886257196224,107.98775803142554,0.6734669968365325,24.225406300480586,20.10570471412317,0.16461908442399842,5.9215329591191646
2019-11-30,CVS,00580,085977600027,0.7747737556561086,0.006048868778280543,0.05113122171945701,0,0,0,null,null,null,null,null,null,2.804777699177787,0.02275797581902312,0.1923758820921559,0,0,0,null,null,null,null,null,null,5.9499835354901185,0.04757988191077199,0.40219407850848826,0,0,0,null,null,null,null,null,null,12.249228714303285,0.09910004180213662,0.837691435170226,0,0,0,null,null,null,null,null,null
2019-11-30,CVS,00582,081979301001,0.02262740656851642,0.00021064552661381655,0.0022650056625141564,0,0,0,null,null,null,null,null,null,0.08512973096068786,0.0007930684730133331,0.008521494590659446,0,0,0,null,null,null,null,null,null,0.21728124257115672,0.0020250325786958017,0.02174987413124692,0,0,0,null,null,null,null,null,null,0.29172836870976765,0.0027192306924771655,0.02920203890988665,0,0,0,null,null,null,null,null,null
2019-11-30,CVS,00586,002420004175,12.328748584371462,0.2536806342015855,2.029445073612684,8.154575877689695,0.18708210645526613,1.4966585503963759,null,null,null,null,null,null,33.184370126838104,0.6260482600674215,5.008386080539372,15.826175536004047,0.34337367820925246,2.7469916939043486,null,null,null,null,null,null,57.73356869451722,1.1163861249573155,8.931088999658524,24.151969848727926,0.5341497586666508,4.273201494943323,null,null,null,null,null,null,58.78242124758664,1.142347111761676,9.138776894093407,24.151969848727926,0.5341497586666508,4.273201494943323,null,null,null,null,null,null
2019-11-30,CVS,00592,003700070602,0.020254813137032843,0.0009343148357870894,0.00622876557191393,0,0,0,5.759930354033663,0.1751596053395241,1.167730702263494,1.770924550203134,0.06382124201973303,0.4254735925710969,0.07708214695590587,0.002812811109011641,0.01875207406007761,0,0,0,22.243494967867026,0.7546769726723281,5.031179817815521,7.316223710661205,0.3022201337851778,2.014797987285941,7.327023970231357,0.4385034213687845,2.9233561424585632,5.844743930187219,0.34777430869737025,2.3184971214196084,40.65792034083045,1.3665776913335055,9.11051794222337,14.76260248191505,0.5930484097205786,3.95365490968747,42.85035348425385,1.5583630700309659,10.389087133539771,17.430908192228173,0.7757751157495295,5.171834501289904,50.27707925313354,1.7073431535096457,11.382287690064304,16.10551598279173,0.6586679304686791,4.391118381341473
2019-11-30,CVS,00669,038151918702,13.389077010192526,0.1652718006795017,2.3952434881087203,2.3908590033975083,0.034505096262740655,0.5000741789354474,null,null,null,null,null,null,44.99403296296088,0.556934093614899,8.07150860311448,9.759978612744664,0.14323130094354994,2.075813963231854,null,null,null,null,null,null,89.28161177851206,1.1019067028998806,15.969662360867838,16.778460401500137,0.24632045091853708,3.5698600127186975,null,null,null,null,null,null,119.4408252744141,1.48804999930397,21.56594201889812,21.379464155854436,0.31766702986633805,4.603867424765576,null,null,null,null,null,null
2019-11-30,CVS,00670,003700079134,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.0005714285714285715,0.00008114285714285716,0.0005714285714285715,0,0,0,null,null,null,null,null,null
2019-11-30,CVS,00702,001910019431,1.4349303405572755,0.0023343653250773996,0.16795665634674922,0,0,0,2.441651821862348,0.004366801619433198,0.31417004048582997,0,0,0,5.011778083104954,0.008232123667599177,0.5922279451938951,0.08156851996867659,0.00017697729052466716,0.012725137039937353,10.090436817280555,0.017811456062719028,1.2813996883724121,0.6164785077047851,0.001192214111922141,0.08576642335766424,9.999400224998949,0.017042857865296513,1.2260995352779112,0.5929605358383996,0.0011506444412351742,0.08279048295841054,19.94449351667872,0.03533112531622974,2.5417958978539876,2.4343129232892005,0.004781499826207855,0.3440074947862357,23.111287526119455,0.040907331816118546,2.9429112421607253,2.436351283497982,0.004900479422454829,0.3525776048620408,45.01634372439704,0.0806025268088641,5.798737153981971,7.792147890364639,0.015848813602432357,1.1402143862146956
